trustScore,bucket,fileArtist,fileTitle,rvtr,graphArtist,graphTitle,identitySource,artistScore,titleScore,baseTitleScore,combinedScore,flags,filePath
84,medium,Jimi Hendrix,If 6 Was 9,RVTR836497,jimi hendrix,If 6 Was 9,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jimi Hendrix - If 6 Was 9.mp4
84,medium,Jimi Hendrix,Purple Haze (1967),RVTR398496,jimi hendrix,Purple Haze 1967,vdj,100,100,95,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jimi Hendrix - Purple Haze (1967).mp4
84,medium,Jimi Hendrix,The Wind Cries Mary,RVTR881284,jimi hendrix,The Wind Cries Mary,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jimi Hendrix - The Wind Cries Mary.mp4
84,medium,Jimi Hendrix Experience,Rare Archive BBC Footage,RVTR911815,jimi hendrix experience,Rare Archive Bbc Footage,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jimi Hendrix Experience - Rare Archive BBC Footage.mp4
84,medium,Jimmy Cliff,Many Rivers To Cross,RVTR795136,jimmy cliff,Many Rivers To Cross,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jimmy Cliff - Many Rivers To Cross.mp4
84,medium,Joe Cocker,Feelin' Alright,RVTR514818,joe cocker,Feelin' Alright,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Joe Cocker - Feelin' Alright.mp4
84,medium,John Cougar,Like A Rolling Stone,RVTR132630,john cougar,Like A Rolling Stone,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Cougar - Like A Rolling Stone.mp4
84,medium,John Denver & Cass Elliot,Leaving On A Jet Plane,RVTR472195,John Denver & Cass Elliot,Leaving On A Jet Plane,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Denver & Cass Elliot - Leaving On A Jet Plane.mp4
84,medium,Sir Douglas Quintet,Born On The Bayou,RVTR090446,sir douglas quintet,Born On The Bayou,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Fogerty - Born On The Bayou.mp4
84,medium,John Fred & His Playboy Band,Judy In Disguise,RVTR936011,John Fred & His Playboy Band,Judy In Disguise,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Fred & His Playboy Band - Judy In Disguise.mp4
84,medium,John Lennon,Come Together,RVTR491737,john lennon,Come Together,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Lennon - Come Together.mp4
84,medium,Judy Garland,Battle Hymn Of The Republic,RVTR190956,Judy Garland,Battle Hymn Of The Republic,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Judy Garland - Battle Hymn Of The Republic.mp4
84,medium,Judy Garland & Liza Minnelli,Together Wherever We Go (1963),RVTR882842,Judy Garland & Liza Minnelli,Together Wherever We Go 1963,vdj,100,100,97,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Judy Garland & Liza Minnelli - Together Wherever We Go (1963).mp4
84,medium,Kenny Rankin,Oh So Peaceful Here,RVTR647440,Kenny Rankin,Oh So Peaceful Here,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Kenny Rankin - Oh So Peaceful Here.mp4
84,medium,Kenny Rogers & The First Edition,Just Dropped In,RVTR505544,Kenny Rogers & The First Edition,Just Dropped In,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Kenny Rogers & The First Edition - Just Dropped In.mp4
84,medium,Lenny Kravitz & Eric Clapton,All Along The Watchtower  (1999) (Live),RVTR801729,Lenny Kravitz & Eric Clapton,All Along The Watchtower 1999 Live,vdj,100,100,97,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lenny Kravitz & Eric Clapton - All Along The Watchtower  (1999) (Live).mp4
84,medium,Leonard Cohen,"So Long, Marianne",RVTR659846,leonard cohen,So Long Marianne,vdj,100,100,100,100,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Leonard Cohen - So Long, Marianne.mp4"
84,medium,Lester Flatt and Earl Scruggs,Salty Dog Blues,RVTR704950,Lester Flatt and Earl Scruggs,Salty Dog Blues,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lester Flatt and Earl Scruggs - Salty Dog Blues.mp4
84,medium,Let's Dance,Chris Montez,RVTR681475,Let's Dance,Chris Montez,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Let's Dance - Chris Montez.mp4
84,medium,Little Richard,Whole Lotta Shakin' Going On (1963),RVTR792705,little richard,Whole Lotta Shakin' Going On 1963,vdj,100,100,97,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Little Richard - Whole Lotta Shakin' Going On (1963).mp4
84,medium,Liza Minnelli,Maybe This Time,RVTR948719,Liza Minnelli,Maybe This Time,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Liza Minnelli - Maybe This Time.mp4
84,medium,Liza Minnelli,The Music That Makes Me Dance,RVTR540593,Liza Minnelli,The Music That Makes Me Dance,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Liza Minnelli - The Music That Makes Me Dance.mp4
84,medium,Lou Johnson,Always Something There To Remind Me,RVTR689657,lou johnson,Always Something There To Remind Me,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lou Johnson - Always Something There To Remind Me.mp4
84,medium,Louis Prima,Just A Gigolo,RVTR917672,louis prima,Just A Gigolo,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Louis Prima - Just A Gigolo.mp4
84,medium,Lulu,Loves Loves To Love Love,RVTR328447,lulu,Loves Loves To Love Love,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lulu - Loves Loves To Love Love.mp4
84,medium,Malaguena,Roy Clark,RVTR262197,Malaguena,Roy Clark,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Malaguena - Roy Clark.mp4
84,medium,Mamas and The Papas,California Dreamin,RVTR255602,Mamas and The Papas,California Dreamin,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Mamas and The Papas - California Dreamin.mp4
84,medium,Manfred Mann,Doo Wah Diddy,RVTR955105,manfred mann,Doo Wah Diddy,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Manfred Mann - Doo Wah Diddy.mp4
84,medium,Martha And The Vandellas,Dancing In The Street,RVTR964453,Martha And The Vandellas,Dancing In The Street,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Martha And The Vandellas - Dancing In The Street.mp4
84,medium,Martha Reeves & The Vandellas,Nowhere to Run,RVTR963282,Martha Reeves & The Vandellas,Nowhere To Run,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Martha Reeves & The Vandellas - Nowhere to Run.mp4
84,medium,Marty Robbins,"Green, Green, Grass of Home",RVTR891818,marty robbins,Green Green Grass Of Home,vdj,100,100,100,100,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Marty Robbins - Green, Green, Grass of Home.mp4"
84,medium,Melanie,Animal Crackers (1969),RVTR236577,melanie,Animal Crackers 1969,vdj,100,100,96,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Melanie - Animal Crackers (1969).mp4
84,medium,Melina Mercouri,Never On Sunday,RVTR056728,Melina Mercouri,Never On Sunday,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Melina Mercouri - Never On Sunday.mp4
84,medium,Mike Furber,You re Back Again,RVTR743410,Mike Furber,You Re Back Again,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Mike Furber - You re Back Again.mp4
84,medium,Mike Furber,You're Back Again (1966),RVTR763343,Mike Furber,You'Re Back Again 1966,vdj,100,100,96,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Mike Furber - You're Back Again (1966).mp4
84,medium,Mississippi Fred McDowell,Shake 'Em On Down,RVTR061977,Mississippi Fred McDowell,Shake 'Em On Down,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Mississippi Fred McDowell - Shake 'Em On Down.mp4
84,medium,Muddy Waters,Bye Bye Blues?‏,RVTR690709,Muddy Waters,Bye Bye Blues,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Muddy Waters - Bye Bye Blues_‏.mp4
84,medium,Nancy Sinatra,Bang Bang,RVTR676442,nancy sinatra,Bang Bang,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nancy Sinatra - Bang Bang.mp4
84,medium,Nancy Wilson,For Once in My Life,RVTR727869,nancy wilson,For Once In My Life,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nancy Wilson - For Once in My Life.mp4
84,medium,Nat King Cole,An Evening With Nat King Cole,RVTR788746,nat king cole,An Evening With Nat King Cole,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nat King Cole - An Evening With Nat King Cole.mp4
84,medium,Nat King Cole,Bicyle Built For Two,RVTR523298,nat king cole,Bicyle Built For Two,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nat King Cole - Bicyle Built For Two.mp4
84,medium,Neil Young & Pearl Jam,All Along the Watchtower  (2005),RVTR103390,Neil Young & Pearl Jam,All Along The Watchtower 2005,vdj,100,100,97,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Neil Young & Pearl Jam - All Along the Watchtower  (2005).mp4
84,medium,Nina Simone,Feeling Good,RVTR618913,nina simone,Feeling Good,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nina Simone - Feeling Good.mp4
84,medium,Nina Simone,I Put A Spell On You,RVTR047340,nina simone,I Put A Spell On You,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Nina Simone - I Put A Spell On You.mp4
84,medium,Oh Happy Day,Edwin Hawkins Singers,RVTR304540,Oh Happy Day,Edwin Hawkins Singers,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Oh Happy Day - Edwin Hawkins Singers.mp4
84,medium,Osborne Brothers,Rocky Top (1967),RVTR522635,Osborne Brothers,Rocky Top 1967,vdj,100,100,94,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Osborne Brothers - Rocky Top (1967).mp4
84,medium,Paul McCartney,Get Back  (1991),RVTR639699,paul mccartney,Get Back 1991,vdj,100,100,93,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul McCartney - Get Back  (1991).mp4
84,medium,Paul McCartney,Till There Was You,RVTR422806,paul mccartney,Till There Was You,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul McCartney - Till There Was You.mp4
84,medium,Paul McCartney & Carl Perkins,Lend Me Your Comb,RVTR909492,Paul McCartney & Carl Perkins,Lend Me Your Comb,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul McCartney & Carl Perkins - Lend Me Your Comb.mp4
84,medium,Paul Revere & The Raiders,All About Her,RVTR194370,Paul Revere & The Raiders,All About Her,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul Revere & The Raiders - All About Her.mp4
84,medium,Paul Revere & The Raiders,Indian Reservation,RVTR501407,Paul Revere & The Raiders,Indian Reservation,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Paul Revere & The Raiders - Indian Reservation.mp4
84,medium,Peggy March,I Will Follow Him,RVTR231779,Peggy March,I Will Follow Him,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Peggy March - I Will Follow Him .mp4
84,medium,Peggy March,I Will Follow Him,RVTR231779,Peggy March,I Will Follow Him,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Peggy March - I Will Follow Him.mp4
84,medium,Peter Paul Mary,Don't Think Twice,RVTR392059,Peter Paul Mary,Don'T Think Twice,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Peter Paul Mary - Don't Think Twice.mp4
84,medium,Pink Floyd,See Emily Play,RVTR330874,pink floyd,See Emily Play,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Pink Floyd - See Emily Play.mp4
84,medium,Pulp Fiction,Dance Scene (You Can Never Tell),RVTR701085,Pulp Fiction,Dance Scene You Can Never Tell,vdj,100,100,89,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Pulp Fiction - Dance Scene (You Can Never Tell).mp4
84,medium,Question Mark & The Mysterians,96 Tears,RVTR789754,Question Mark & The Mysterians,96 Tears,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Question Mark & The Mysterians - 96 Tears.mp4
84,medium,R.L. Burnside,Its Bad You Know,RVTR916396,R.L. Burnside,Its Bad You Know,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/R.L. Burnside - Its Bad You Know.mp4
84,medium,R.L. Burnside,Let My Baby Ride,RVTR599729,R.L. Burnside,Let My Baby Ride,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/R.L. Burnside - Let My Baby Ride.mp4
84,medium,R.L. Burnside,Rollin and Tumblin,RVTR404324,R.L. Burnside,Rollin And Tumblin,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/R.L. Burnside - Rollin and Tumblin.mp4
84,medium,Randy And The Rainbows,Denise,RVTR899138,Randy And The Rainbows,Denise,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Randy And The Rainbows - Denise.MP4
84,medium,Ray Charles,Hit the Road Jack,RVTR510057,ray charles,Hit The Road Jack,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Ray Charles - Hit the Road Jack (SNL 1996).mp4
84,medium,Ray Charles,Hit the Road Jack on Saturday Live 1996,RVTR321868,ray charles,Hit The Road Jack On Saturday Live 1996,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Ray Charles - Hit the Road Jack on Saturday Live 1996.mp4
84,medium,Ray Charles,Hit The Road Jack,RVTR510057,ray charles,Hit The Road Jack,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Ray Charles - Hit The Road Jack.mp4
84,medium,Ray Conniff & The Singers,Somewhere My Love,RVTR238064,The Ray Conniff Singers,Somewhere My Love,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Ray Conniff & The Singers - Somewhere My Love.mp4
84,medium,Roy Head,Treat Her Right,RVTR459425,roy head,Treat Her Right,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Head - Treat Her Right.mp4
84,medium,Roy Orbison,"Oh, Pretty Woman",RVTR111752,roy orbison,Oh Pretty Woman,vdj,100,100,100,100,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison - Oh, Pretty Woman.mp4"
84,medium,Roy Orbison,Pretty Woman (Edited)  (1987),RVTR515912,roy orbison,Pretty Woman Edited 1987,vdj,100,100,91,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison - Pretty Woman   (1987) (Edited).mp4
84,medium,Roy Orbison and Elvis Presley,Pretty Woman:Polk Salad Annie,RVTR349146,Roy Orbison and Elvis Presley,Pretty Woman Polk Salad Annie,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Roy Orbison and Elvis Presley - Pretty Woman_Polk Salad Annie.mp4
84,medium,Sam & Dave,Soul Man,RVTR283688,Sam & Dave,Soul Man,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sam & Dave - Soul Man.mp4
84,medium,Sam and Dave,"Hold On, I'm Coming",RVTR297367,Sam and Dave,Hold On I'M Coming,vdj,100,100,100,100,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sam and Dave - Hold On, I'm Coming.mp4"
84,medium,Sam the Sham the Pharaos,Wooly Bully,RVTR797299,Sam the Sham the Pharaos,Wooly Bully,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sam the Sham the Pharaos - Wooly Bully.mp4
84,medium,Sarah Vaughan,Misty (1964),RVTR151573,sarah vaughan,Misty 1964,vdj,100,100,92,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sarah Vaughan - Misty (1964).mp4
84,medium,Simon and Garfunkel,The Sound of Silence  (2009),RVTR006896,Simon and Garfunkel,The Sound Of Silence 2009,vdj,100,100,97,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Simon & Garfunkel - The Sound of Silence  (2009).mp4
84,medium,Simon and Garfunkel,The Sound Of Silence (Clips),RVTR983741,Simon and Garfunkel,The Sound Of Silence Clips,vdj,100,100,96,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Simon and Garfunkel - The Sound Of Silence (Clips).mp4
84,medium,Sina feat Jadyn Rylee & Charlotte Zone,Scarborough Fair,RVTR407319,Sina feat Jadyn Rylee & Charlotte Zone,Scarborough Fair,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sina feat. Jadyn Rylee & Charlotte Zone - Scarborough Fair.mp4
84,medium,Sister Rosetta Tharpe,Didn't It Rain,RVTR357644,Sister Rosetta Tharpe,Didn'T It Rain,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sister Rosetta Tharpe - Didn't It Rain.mp4
84,medium,Slim Gaillard & His Trio,Dunkin' Bagel,RVTR951959,Slim Gaillard & His Trio,Dunkin' Bagel,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Slim Gaillard & His Trio - Dunkin' Bagel.mp4
84,medium,Sly & The Family Stone,Dance To The Music,RVTR916078,Sly & The Family Stone,Dance To The Music,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sly & The Family Stone - Dance To The Music.mp4
84,medium,Sly & The Family Stone,Everyday People (1968),RVTR008990,Sly & The Family Stone,Everyday People 1968,vdj,100,100,96,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sly & The Family Stone - Everyday People (1968).mp4
84,medium,Sly & The Family Stone,Everyday People,RVTR836442,Sly & The Family Stone,Everyday People,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sly & The Family Stone - Everyday People.mp4
84,medium,Sly & the Family Stone,Thank You (Falettinme Be Mice Elf Agin),RVTR425408,Sly & The Family Stone,Thank You Falettinme Be Mice Elf Agin,vdj,100,100,87,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sly & the Family Stone - Thank You (Falettinme Be Mice Elf Agin).mp4
84,medium,Small Faces,Sha La La La,RVTR105786,small faces,Sha La La La,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Small Faces - Sha La La La.mp4
84,medium,Small Faces,The Universal,RVTR100282,small faces,The Universal,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Small Faces - The Universal.mp4
84,medium,Smokey Robinson & The Miracles,Tears Of A Clown,RVTR140519,Smokey Robinson & The Miracles,Tears Of A Clown,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Smokey Robinson & The Miracles - Tears Of A Clown.mp4
84,medium,Sonny and Cher,Baby Don't Go,RVTR261955,Sonny and Cher,Baby Don'T Go,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sonny and Cher - Baby Don't Go.mp4
84,medium,Sonny And Cher,I Got You Babe 2,RVTR657646,Sonny And Cher,I Got You Babe 2,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sonny And Cher - I Got You Babe 2.mp4
84,medium,Sonny and Cher,I Got You Babe,RVTR097270,Sonny and Cher,I Got You Babe,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sonny and Cher - I Got You Babe.mp4
84,medium,Sounds Incorporated,Rinky Dink,RVTR469635,Sounds Incorporated,Rinky Dink,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Sounds Incorporated - Rinky Dink.mp4
84,medium,SSGT Barry Sadler,Ballad Of The Green Berets,RVTR539317,ssgt barry sadler,Ballad Of The Green Berets,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/SSGT Barry Sadler - Ballad Of The Green Berets.mp4
84,medium,Steve Winwood,Can't Find My Way Home,RVTR981237,steve winwood,Can'T Find My Way Home,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Steve Winwood - Can't Find My Way Home.mp4
84,medium,Susan Maughan,Bobby's Girl,RVTR815994,Susan Maughan,Bobby'S Girl,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Susan Maughan - Bobby's Girl.mp4
84,medium,Tainted Love,Gloria Jones,RVTR780359,Tainted Love,Gloria Jones,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Tainted Love - Gloria Jones.mp4
84,medium,Tammy Wynette,Your Good Girls Gonna Go Bad,RVTR162328,tammy wynette,Your Good Girls Gonna Go Bad,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Tammy Wynette - Your Good Girls Gonna Go Bad.mp4
84,medium,The 5th Dimension,Aquarius:Let The Sunshine In,RVTR331644,The 5th Dimension,Aquarius Let The Sunshine In,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The 5th Dimension - Aquarius_Let The Sunshine In.mp4
84,medium,The Animals,Around & Around,RVTR372300,The Animals,Around Around,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - Around & Around.mp4
84,medium,The Animals,CC Rider,RVTR315199,The Animals,Cc Rider,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - CC Rider.mp4
84,medium,The Animals,San Franciscan Nights,RVTR816797,The Animals,San Franciscan Nights,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - San Franciscan Nights.mp4
84,medium,The Animals,The Story of Bo Diddley,RVTR281794,The Animals,The Story Of Bo Diddley,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - The Story of Bo Diddley.mp4
84,medium,The Animals,Tobacco Road,RVTR604835,The Animals,Tobacco Road,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Animals - Tobacco Road.mp4
84,medium,The Archies (Ron Dante),"Sugar, Sugar",RVTR087077,The Archies (Ron Dante),Sugar Sugar,vdj,100,100,100,100,,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Archies (Ron Dante) - Sugar, Sugar.mp4"
84,medium,The Band,I Shall Be Released (Finale),RVTR797458,The Band,I Shall Be Released Finale,vdj,100,100,95,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Band - I Shall Be Released (Finale).mp4
84,medium,The Band,The Last Waltz,RVTR410747,The Band,The Last Waltz,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Band - The Last Waltz.mp4
84,medium,The Band (Staple Singers),The Weight,RVTR306490,The Band (Staple Singers),The Weight,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Band (Staple Singers) - The Weight.mp4
84,medium,The Beach Boys,The Man With All The Toys,RVTR227132,The Beach Boys,The Man With All The Toys,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beach Boys - The Man With All The Toys.mp4
84,medium,The Beatles,A Day In The Life,RVTR548101,The Beatles,A Day In The Life,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - A Day In The Life.mp4
84,medium,The Beatles,Across The Universe,RVTR142847,The Beatles,Across The Universe,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Across The Universe.mp4
84,medium,The Beatles,Another Girl,RVTR185234,The Beatles,Another Girl,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Another Girl.mp4
84,medium,The Beatles,Australia Concert,RVTR564898,The Beatles,Australia Concert,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Australia Concert (film w great audio!).mp4
84,medium,The Beatles,Babys In Black,RVTR825291,The Beatles,Babys In Black,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Babys In Black.mp4
84,medium,The Beatles,Back In The U.S.S.R,RVTR729322,The Beatles,Back In The U S S R,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Back In The U.S.S.R.mp4
84,medium,The Beatles,Blackbird,RVTR705026,The Beatles,Blackbird,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Blackbird.mp4
84,medium,The Beatles,Dear Prudence,RVTR391678,The Beatles,Dear Prudence,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Dear Prudence.mp4
84,medium,The Beatles,Everybodys Trying To Be My Baby,RVTR580436,The Beatles,Everybodys Trying To Be My Baby,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Everybodys Trying To Be My Baby.mp4
84,medium,The Beatles,Here Comes The Sun,RVTR252293,The Beatles,Here Comes The Sun,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Here Comes The Sun.mp4
84,medium,The Beatles,Hey Bulldog,RVTR824295,The Beatles,Hey Bulldog,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Hey Bulldog.mp4
84,medium,The Beatles,I Need You,RVTR644201,The Beatles,I Need You,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - I Need You.mp4
84,medium,The Beatles,I Wanna Hold Your Hand,RVTR559565,The Beatles,I Wanna Hold Your Hand,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - I Wanna Hold Your Hand.mp4
84,medium,The Beatles,I'm A Loser And Boys,RVTR192079,The Beatles,I'M A Loser And Boys,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - I'm A Loser And Boys.mp4
84,medium,The Beatles,In My Life,RVTR915481,The Beatles,In My Life,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - In My Life.mp4
84,medium,The Beatles,Lucy In The Sky With Diamonds,RVTR795375,The Beatles,Lucy In The Sky With Diamonds,vdj,100,100,100,100,,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Beatles - Lucy In The Sky With Diamonds.mp4
