rvtr,artist,title,playCount,reason,approvedFacts,approvedStories,candidateFacts,candidateStories,researchSources,canBuildCardsReason
RVTR878807,Andrew Gold,Lonely Boy,1,ready_for_card_assembly,14,7,14,7,7,
RVTR767650,Black Eyed Peas,Pump It,1,ready_for_card_assembly,11,7,11,7,7,
RVTR020280,Anita Ward,Ring My Bell,1,ready_for_card_assembly,21,6,21,6,6,
RVTR711038,Al B. Sure!,Nite and Day,1,ready_for_card_assembly,13,7,13,7,6,
RVTR388379,Avril Lavigne,Sk8Er Boi,1,ready_for_card_assembly,10,7,10,7,7,
RVTR138615,Billy Idol,To Be A Lover,1,ready_for_card_assembly,14,6,14,6,7,
RVTR137443,Alice In Chains,Rooster,1,ready_for_card_assembly,21,6,21,6,7,
RVTR012983,Adele,Chasing Pavements,1,ready_for_card_assembly,9,7,9,7,7,
RVTR358812,Accept,Balls to the Wall,1,ready_for_card_assembly,23,8,23,9,4,
RVTR419089,Bob Dylan,Forever Young,1,ready_for_card_assembly,21,8,21,8,7,
RVTR984560,Black Eyed Peas,My Humps,1,ready_for_card_assembly,13,7,13,7,7,
RVTR092270,Bill Withers,Lovely Day,1,ready_for_card_assembly,17,6,17,6,4,
RVTR212064,Aaron Lewis,Country Boy,1,ready_for_card_assembly,14,5,14,5,5,
RVTR860501,2Pac feat. Talent,Changes,1,ready_for_card_assembly,15,4,15,4,4,
RVTR320281,20 Fingers,Short Dick Man,1,ready_for_card_assembly,16,8,16,8,6,
RVTR661742,Amy Grant,It's Not A Song,1,ready_for_card_assembly,13,4,13,4,3,
RVTR672189,Adele,Rolling in the Deep,1,ready_for_card_assembly,8,6,8,6,7,
RVTR060633,Alice Cooper,I'm Eighteen,1,ready_for_card_assembly,14,5,14,5,4,
RVTR023620,Big Band,Rhapsody in Blue,1,ready_for_card_assembly,13,2,13,2,4,
RVTR479672,A$AP Rocky,Fkin' Problems,1,ready_for_card_assembly,8,3,8,3,2,
RVTR938357,Baha Men,Move It Like This,1,ready_for_card_assembly,19,8,19,8,7,
RVTR934516,Bee Gees,Stayin' Alive,1,ready_for_card_assembly,13,5,13,5,6,
RVTR685650,Alphaville,Forever Young,1,ready_for_card_assembly,12,7,12,7,7,
RVTR350665,AfroMan,Because I Got High,1,ready_for_card_assembly,12,7,12,7,6,
RVTR495261,Babyface,When Can I See You,1,ready_for_card_assembly,11,7,11,7,7,
RVTR490040,Blondie,One Way Or Another,1,ready_for_card_assembly,16,6,16,6,7,
RVTR169708,Alvin Lee & Co,Ride My Train,1,ready_for_card_assembly,11,3,11,3,3,
RVTR648316,Arctic Monkeys,Brianstorm,1,ready_for_card_assembly,15,5,15,5,6,
RVTR887711,ABBA,The Winner Takes It All,1,ready_for_card_assembly,20,8,20,8,7,
RVTR444655,Benny Benassi,Satisfaction,1,ready_for_card_assembly,21,7,21,7,4,
RVTR231744,Andy Grammer,"Honey, I'm Good",1,ready_for_card_assembly,17,6,17,6,7,
RVTR003583,Bad Company,Can't Get Enough,1,ready_for_card_assembly,11,6,11,6,7,
RVTR660809,3rd Bass,Pop Goes The Weasel,1,ready_for_card_assembly,12,7,12,7,6,
RVTR338129,Billy Paul,Me And Mrs. Jones,1,ready_for_card_assembly,14,7,14,7,7,
RVTR053914,Billy Joel,The Longest Time,1,ready_for_card_assembly,17,8,17,8,7,
RVTR901538,Bad Company,Youngblood,1,ready_for_card_assembly,15,4,15,4,4,
RVTR656762,Billy Joel,Tell Her About It,1,ready_for_card_assembly,17,7,17,7,7,
RVTR172390,Al Green,Take Me To The River,1,ready_for_card_assembly,12,6,12,6,7,
RVTR341813,Beyonce,Empire State Of Mind,1,ready_for_card_assembly,11,5,11,5,3,
RVTR108736,Audioslave,Doesn't Remind Me,1,ready_for_card_assembly,21,8,21,8,6,
RVTR219703,Billy Idol,Flesh For Fantasy,1,ready_for_card_assembly,12,7,12,7,6,
RVTR171299,Blake Shelton,Nobody But You,1,ready_for_card_assembly,24,7,24,7,4,
RVTR781169,A Tribe Called Quest,Scenario,1,ready_for_card_assembly,8,5,8,5,5,
RVTR594397,Bee Gees,You Should Be Dancing,1,ready_for_card_assembly,10,7,10,7,7,
RVTR648161,Al Green,A Change Is Gonna Come,1,ready_for_card_assembly,13,3,13,3,3,
RVTR824898,Art Of Noise,Close To The Edit,1,ready_for_card_assembly,14,5,14,5,4,
RVTR909574,Avril Lavigne,My Happy Ending,1,ready_for_card_assembly,10,6,10,6,7,
RVTR510320,Aerosmith,Love In An Elevator,1,ready_for_card_assembly,15,9,15,9,7,
RVTR588175,2 Unlimited,Get Ready For This,1,ready_for_card_assembly,9,6,9,6,7,
RVTR204213,Billy Joel,The River of Dreams,1,ready_for_card_assembly,14,7,14,7,6,
RVTR717216,Alien Ant Farm,Smooth Criminal,1,ready_for_card_assembly,13,5,13,5,6,
RVTR759536,The Beach Boys,Don't Worry Baby,1,ready_for_card_assembly,19,6,19,6,7,
RVTR439114,Barry Manilow,Bandstand Boogie,1,ready_for_card_assembly,17,5,17,5,6,
RVTR209451,Aretha Franklin,Freeway Of Love,1,ready_for_card_assembly,14,5,14,5,7,
RVTR827738,Blind Faith,Concert In Hyde Park,1,ready_for_card_assembly,18,6,18,6,4,
RVTR337727,Aerosmith,Dude Looks Like A Lady,1,ready_for_card_assembly,16,8,16,8,7,
RVTR990870,Barbra Streisand,The Way We Were,1,ready_for_card_assembly,10,8,10,8,7,
RVTR537388,Blessid Union Of Souls,I Believe,1,ready_for_card_assembly,10,8,10,8,7,
RVTR603779,Arlo Guthrie,City of New Orleans,1,ready_for_card_assembly,14,5,14,5,4,
RVTR424995,Alanis Morissette,Head Over Feet,1,ready_for_card_assembly,15,6,15,6,7,
RVTR434004,Aerosmith,The Train Kept A Rollin,1,ready_for_card_assembly,19,4,19,4,4,
RVTR734934,Billy Squire,Everybody Wants You,1,ready_for_card_assembly,22,7,22,7,4,
RVTR414313,Black Eyed Peas,Let's Get It Started,1,ready_for_card_assembly,9,4,9,4,6,
RVTR903477,3rd Bass,Product Of The Environment,1,ready_for_card_assembly,9,7,9,7,3,
RVTR038571,Belinda Carlisle,Circles In The Sand,1,ready_for_card_assembly,20,3,20,3,4,
RVTR931490,Blessid Union Of Souls,Hey Leonardo,1,ready_for_card_assembly,20,7,20,7,7,
RVTR059373,Billie Davis,I Want You To Be My Baby,1,ready_for_card_assembly,8,3,8,3,2,
RVTR456366,Billy Joel,Say Goodbye To Hollywood,1,ready_for_card_assembly,12,5,12,5,7,
RVTR772071,Average White Band,Pick Up The Pieces,1,ready_for_card_assembly,14,7,14,7,7,
RVTR064363,Alan Jackson,You'll Always Be My Baby,1,ready_for_card_assembly,15,8,15,9,3,
RVTR383289,Amy Winehouse,Tears Dry On Their Own,1,ready_for_card_assembly,19,8,19,8,7,
RVTR280245,Air Supply,Even The Nights Are Better,1,ready_for_card_assembly,8,7,8,7,7,
RVTR100835,Astrud Gilberto,The Girl From Ipanema,1,ready_for_card_assembly,21,6,21,6,4,
RVTR516558,Big Sean Ft. E-40,I Don't Fuck With You,1,ready_for_card_assembly,16,4,16,4,3,
RVTR731613,Blues Brothers,Ghost Riders In The Sky,1,ready_for_card_assembly,12,6,12,6,3,
RVTR835131,Atlanta Rhythm Section,Imaginary Lover,1,ready_for_card_assembly,9,5,9,5,5,
RVTR499104,Black Eyed Peas,Imma Be Rocking That Body,1,ready_for_card_assembly,15,5,15,5,4,
RVTR144401,Billy Joel,It's Still Rock and Roll to Me,1,ready_for_card_assembly,15,7,15,7,7,
RVTR049200,Blondie,I'm Always Touched by Your Presence,1,ready_for_card_assembly,14,6,14,6,4,
RVTR961237,ABBA,Ring Ring,1,ready_for_card_assembly,19,7,19,7,7,
RVTR369292,Billy Strings,Wreck of the Edmund Fitzgerald,1,ready_for_card_assembly,15,7,15,7,3,
RVTR226477,Amboy Dukes,Journey To The Center Of The Mind,1,ready_for_card_assembly,15,6,15,6,7,
RVTR852195,B.o.B aka Bobby Ray f./Hayley Williams,Airplanes,1,ready_for_card_assembly,5,2,5,2,2,
RVTR808670,Alan Parsons Project,I Wouldn't Want to be Like You,1,ready_for_card_assembly,6,4,6,4,3,
RVTR617029,Blake Shelton Ft. Pistol Annies & Friends,Boys 'Round Here,0,ready_for_card_assembly,14,6,14,6,3,
RVTR068252,A$AP Rocky Ft. Skrillex & Birdy Nam Nam,Wild For The Night,0,ready_for_card_assembly,16,6,16,6,3,
RVTR484472,Albert King and Stevie Ray Vaughan,Born Under A Bad Sign,0,ready_for_card_assembly,13,6,13,6,3,
RVTR976119,"Benny Blanco, Tainy, Selena Gomez, J Balvin",I Can't Get Enough,0,ready_for_card_assembly,17,6,17,6,4,
RVTR751338,"Adam Clayton & Larry Mullen, Jr.",Theme From Mission Impossible,0,ready_for_card_assembly,8,4,8,4,4,
RVTR682417,Armin Van Buuren f./Sophie Ellis Bextor,Not Giving Up On Love,0,ready_for_card_assembly,14,3,14,3,3,
RVTR082309,Big Sean f./Kanye West & Roscoe Dash,Marvin Gaye and Chardonnay,0,ready_for_card_assembly,14,3,14,3,4,
RVTR305267,311,Amber,0,ready_for_card_assembly,14,6,14,6,6,
RVTR979817,Beyoncé,Ego,0,ready_for_card_assembly,14,6,14,6,4,
RVTR058567,Beyoncé,Halo,0,ready_for_card_assembly,12,5,12,5,4,
RVTR502200,Beck,E-Pro,0,ready_for_card_assembly,15,6,15,6,6,
RVTR242001,Beyonce,1+1,0,ready_for_card_assembly,10,6,10,6,6,
RVTR254393,Adele,Hello,0,ready_for_card_assembly,13,8,13,8,7,
RVTR939105,Beck,Nausea,0,ready_for_card_assembly,17,9,17,10,7,
RVTR039805,Beyoncé,Hold Up,0,ready_for_card_assembly,16,6,16,6,4,
RVTR844053,Akon,Bananza,0,ready_for_card_assembly,21,6,21,6,4,
RVTR114549,Beyonce,Diva,0,ready_for_card_assembly,13,8,13,8,7,
RVTR736137,Air,Sexy Boy,0,ready_for_card_assembly,17,4,17,4,4,
RVTR675801,Amber,Sexual,0,ready_for_card_assembly,17,4,17,4,6,
RVTR358156,ABC,Be Near Me,0,ready_for_card_assembly,9,7,9,7,7,
RVTR566031,AC/DC,Big Gun,0,ready_for_card_assembly,21,7,21,7,6,
RVTR247953,Bazzi,Myself,0,ready_for_card_assembly,10,5,10,5,6,
RVTR915536,ABBA,Fernando,0,ready_for_card_assembly,14,6,14,6,7,
RVTR602625,Blondie,Denis,0,ready_for_card_assembly,12,6,12,6,7,
RVTR933932,98 Degrees,I Do,0,ready_for_card_assembly,11,6,11,6,5,
RVTR579894,Amerie,Why R U,0,ready_for_card_assembly,9,6,9,6,6,
RVTR940295,Adam Ant,Strip,0,ready_for_card_assembly,7,5,7,5,6,
RVTR795282,Becky G,Shower,0,ready_for_card_assembly,10,4,10,4,6,
RVTR971207,Amine,Caroline,0,ready_for_card_assembly,12,7,12,7,6,
RVTR628016,Blondie,Atomic,0,ready_for_card_assembly,11,6,11,6,7,
RVTR984477,Akon,Right Now,0,ready_for_card_assembly,14,8,14,8,7,
RVTR083209,Beyoncé,Formation,0,ready_for_card_assembly,11,6,11,6,4,
RVTR741475,Aerosmith,Pink,0,ready_for_card_assembly,18,5,18,5,6,
RVTR871782,Beyonce,Deja Vu,0,ready_for_card_assembly,8,7,8,7,5,
RVTR133450,Akon,I'm So Paid,0,ready_for_card_assembly,15,7,15,7,7,
RVTR506120,Beyoncé,Partition,0,ready_for_card_assembly,11,6,11,6,3,
RVTR845493,Berlin,Sex I'm A,0,ready_for_card_assembly,7,6,7,6,7,
RVTR212645,A Wall,Loverboy,0,ready_for_card_assembly,10,5,10,5,4,
RVTR591085,Aerosmith,Jaded,0,ready_for_card_assembly,16,8,16,8,6,
RVTR905190,Roy Clark On Fiddle & Jimmie Henley 12 yrs Old On Banjo,Orange Blossom Special,0,insufficient_approved_facts,2,1,2,1,1,Need at least 3 approved facts.
RVTR096206,Agnes,Release Me,0,ready_for_card_assembly,23,6,23,6,4,
RVTR073870,Awolnation,Sail,0,ready_for_card_assembly,12,5,12,5,6,
RVTR816369,Bakar,Hell N Back,0,ready_for_card_assembly,10,5,10,5,5,
RVTR161636,50 Cent,In Da Club,0,ready_for_card_assembly,12,8,12,8,7,
RVTR840915,Beyoncé,Love On Top,0,ready_for_card_assembly,15,5,15,5,4,
RVTR232190,Berlin,The Metro,0,ready_for_card_assembly,9,7,9,7,7,
RVTR329534,ABC,Poison Arrow,0,ready_for_card_assembly,11,6,11,6,7,
RVTR523110,ABBA,Voulez Vous,0,ready_for_card_assembly,19,5,19,5,4,
RVTR167223,Blur,Girls & Boys,0,ready_for_card_assembly,17,7,17,7,7,
RVTR667729,Alessia Cara,Here,0,ready_for_card_assembly,17,8,17,8,7,
RVTR290687,Billie Eilish,NDA,0,ready_for_card_assembly,23,7,23,7,6,
RVTR151504,Akon,Don't Matter,0,ready_for_card_assembly,6,5,6,5,6,
RVTR383649,Awesome 3,Don't Go,0,ready_for_card_assembly,13,5,13,5,4,
RVTR883271,AZ Yet,Last Night,0,ready_for_card_assembly,9,5,9,5,6,
RVTR380964,Bakar,The Mission,0,ready_for_card_assembly,9,4,9,4,3,
RVTR433997,Avril Lavigne,Hot,0,ready_for_card_assembly,10,7,10,7,7,
RVTR904611,Beyoncé,Sweet Dreams,0,ready_for_card_assembly,15,7,15,7,4,
RVTR311544,Anberlin,Godspeed,0,ready_for_card_assembly,7,3,7,3,3,
RVTR378025,AC/DC,Who Made Who,0,ready_for_card_assembly,16,8,16,8,7,
RVTR601667,Alicia Keys,No One,0,ready_for_card_assembly,15,7,15,7,7,
RVTR900088,Adele,Send My Love,0,ready_for_card_assembly,5,4,5,4,4,
RVTR185559,Adele,Rumor Has It,0,ready_for_card_assembly,19,5,19,5,4,
RVTR696966,21 Pilots,Heathens,0,ready_for_card_assembly,17,5,17,5,4,
RVTR554312,Art of Noise,Close,0,ready_for_card_assembly,8,4,8,4,3,
RVTR357762,America,The Border,0,ready_for_card_assembly,12,8,12,8,6,
RVTR565839,Aiyana,Lee Bedroom,0,ready_for_card_assembly,11,6,11,6,3,
RVTR669298,Aurora,Cure For Me,0,ready_for_card_assembly,19,7,19,7,4,
RVTR919504,Aerosmith,Amazing,0,ready_for_card_assembly,15,7,15,7,7,
RVTR329575,Anna Kendrick,Cups,0,ready_for_card_assembly,20,6,20,6,6,
RVTR886362,3OH!3,Double Vision,0,ready_for_card_assembly,12,7,12,7,7,
RVTR913603,Beyoncé,Texas Hold 'em,0,ready_for_card_assembly,13,5,13,5,4,
RVTR959354,ABBA,The Last Video,0,ready_for_card_assembly,17,5,17,5,4,
RVTR103854,Alicia Keys,Fallin',0,ready_for_card_assembly,18,6,18,6,6,
RVTR833149,Bo Diddley,On Stage,0,ready_for_card_assembly,17,5,17,5,4,
RVTR091014,3OH!3,Touchin' On My,0,ready_for_card_assembly,19,6,19,6,4,
RVTR942388,Big Unk,Walk It Out,0,ready_for_card_assembly,13,5,13,5,3,
RVTR411808,Beck,New Pollution,0,ready_for_card_assembly,18,6,18,6,4,
RVTR598691,Angel City,Sunrise,0,ready_for_card_assembly,10,3,10,3,4,
RVTR852945,Billy Joel,Honesty,0,ready_for_card_assembly,12,5,12,5,7,
RVTR097923,Aaliyah,Back & Forth,0,ready_for_card_assembly,13,7,13,7,7,
RVTR333602,B2K,"Bump, Bump, Bump",0,ready_for_card_assembly,20,8,20,8,7,
RVTR087696,Angel City,Touch Me,0,ready_for_card_assembly,6,2,6,2,4,
RVTR392135,Baauer,Harlem Shake,0,ready_for_card_assembly,12,5,12,5,5,
RVTR139205,Billy Joel,Big Shot,0,ready_for_card_assembly,13,7,13,7,7,
RVTR725447,Barry Manilow,Stay,0,ready_for_card_assembly,11,6,11,6,3,
RVTR434834,AC/DC,Witch's Spell,0,ready_for_card_assembly,19,7,19,7,4,
RVTR836400,Big Sean,Bounce Back,0,ready_for_card_assembly,11,9,11,9,7,
RVTR454421,Beyonce,Space Bound,0,ready_for_card_assembly,9,5,9,5,3,
RVTR207175,Alabama,Take Me Down,0,ready_for_card_assembly,16,7,16,7,7,
RVTR623703,Bebe Rexha,I'm A Mess,0,ready_for_card_assembly,14,6,14,6,5,
RVTR248826,3rd Bass,The Gas Face,0,ready_for_card_assembly,11,9,11,9,7,
RVTR397182,Beyonce,Work It Out,0,ready_for_card_assembly,11,6,11,6,3,
RVTR731264,Avril Lavigne,Smile,0,ready_for_card_assembly,7,5,7,5,5,
RVTR490332,Blondie,In The Flesh,0,ready_for_card_assembly,18,8,18,8,7,
RVTR143075,Ace Hood,Hustle Hard,0,ready_for_card_assembly,9,7,9,7,7,
RVTR380317,Blue October,Hate Me,0,ready_for_card_assembly,9,7,9,7,7,
RVTR069519,702,Where My Girls At,0,ready_for_card_assembly,21,7,21,7,6,
RVTR551987,Blake Lewis,Sad Song,0,ready_for_card_assembly,20,5,20,5,7,
RVTR997192,Aaron Carter,Iko Iko,0,ready_for_card_assembly,16,6,16,6,4,
RVTR741172,Alex Clare,Too Close,0,ready_for_card_assembly,17,7,17,7,6,
RVTR145177,AFI,Love Like Winter,0,ready_for_card_assembly,13,6,13,6,7,
RVTR030338,Amber,Colour Of Love,0,ready_for_card_assembly,21,6,21,6,6,
RVTR517261,B.B. King,Rock Me Baby,0,ready_for_card_assembly,13,7,13,7,7,
RVTR916013,ATC,Around The World,0,ready_for_card_assembly,9,5,9,5,6,
RVTR182318,ATeens,Dancing Queen,0,ready_for_card_assembly,5,4,5,4,2,
RVTR127768,Black,Wonderful Life,0,ready_for_card_assembly,11,6,11,6,4,
RVTR792432,69 Boyz,Tootsie Roll,0,ready_for_card_assembly,16,8,16,8,4,
RVTR891249,Berlin,No More Words,0,ready_for_card_assembly,10,6,10,6,6,
RVTR381988,Anne Marie,Ciao Adios,0,ready_for_card_assembly,16,5,16,5,4,
RVTR503544,Big & Rich,Look At You,0,ready_for_card_assembly,16,6,16,6,4,
RVTR764688,Bad Company,Movin' On,0,ready_for_card_assembly,12,8,12,8,7,
RVTR175697,Billie Eilish,Bad Guy,0,ready_for_card_assembly,18,6,18,6,6,
RVTR970552,Aaliyah,Rock The Boat,0,ready_for_card_assembly,15,7,15,7,7,
RVTR290672,Blondie,Picture This,0,ready_for_card_assembly,17,8,17,8,7,
RVTR729683,Alex Warren,Ordinary,0,ready_for_card_assembly,11,5,11,5,6,
RVTR734753,Beyonce,Dance For You,0,ready_for_card_assembly,14,7,14,7,6,
RVTR432086,Alessia Cara,How Far I,0,ready_for_card_assembly,12,6,12,6,6,
RVTR265806,Bad Company,This Love,0,ready_for_card_assembly,10,8,10,8,7,
RVTR295846,Black Eyed Peas,Hit It,0,ready_for_card_assembly,12,4,12,4,3,
RVTR103181,Black Box,Ride On Time,0,ready_for_card_assembly,14,4,14,4,4,
RVTR476808,Ann Margaret,Shot Gun,0,ready_for_card_assembly,7,4,7,4,3,
RVTR765353,Beyonce,Single Ladies,0,ready_for_card_assembly,9,5,9,5,5,
RVTR972076,Blake Shelton,Sangria,0,ready_for_card_assembly,8,7,8,7,7,
RVTR320465,Bloc Party,The Prayer,0,ready_for_card_assembly,19,6,19,6,4,
RVTR455389,3rd Bass,Problem Child,0,ready_for_card_assembly,11,6,11,6,4,
RVTR252108,Beyonce,Irreplaceable,0,ready_for_card_assembly,13,8,13,8,7,
RVTR463542,Black Box,Strike It Up,0,ready_for_card_assembly,10,7,10,7,7,
RVTR921720,Beyonce,If I Were A Boy,0,ready_for_card_assembly,15,8,15,8,6,
RVTR241321,Beyonce,Ring The Alarm,0,ready_for_card_assembly,11,8,11,8,7,
RVTR647192,Bebe Rexha,Last Hurrah,0,ready_for_card_assembly,9,5,9,5,5,
RVTR625357,Atlantic Starr,Always,0,ready_for_card_assembly,12,7,12,7,6,
RVTR047496,ABBA,Summer Night City,0,ready_for_card_assembly,20,5,20,5,4,
RVTR165509,Adele,Someone Like You,0,ready_for_card_assembly,14,8,14,8,7,
RVTR108370,Ariana Grande,Into You,0,ready_for_card_assembly,16,7,16,7,7,
RVTR978535,Army Of Anyone,Goodbye,0,ready_for_card_assembly,20,6,20,6,4,
RVTR585911,Atmosphere,Guarantees,0,ready_for_card_assembly,15,2,15,2,3,
RVTR493091,Alice Cooper,You And Me,0,ready_for_card_assembly,16,7,16,7,7,
RVTR793406,Axel Thesleff,Bad Karma,0,ready_for_card_assembly,16,4,16,4,4,
RVTR217058,Alphaville,Big In Japan,0,ready_for_card_assembly,13,7,13,7,7,
RVTR051070,Al Jarreau,So Long Girl,0,ready_for_card_assembly,9,6,9,6,6,
RVTR403709,Barry Manilow,Even Now,0,ready_for_card_assembly,5,4,5,4,6,
RVTR259501,Barry Manilow,Daybreak,0,ready_for_card_assembly,8,6,8,6,7,
RVTR588073,"10,000 Maniacs",Trouble Me,0,ready_for_card_assembly,7,5,7,5,6,
RVTR989967,Baby Bash f./E-40,Go Girl,0,insufficient_approved_facts,2,1,2,1,3,Need at least 3 approved facts.
RVTR191793,Black Eyed Peas,Hey Mama,0,ready_for_card_assembly,10,6,10,6,7,
RVTR480446,Ava Max,EveryTime I Cry,0,ready_for_card_assembly,15,3,15,3,4,
RVTR062984,Alicia Keys,Superwoman,0,ready_for_card_assembly,15,7,15,7,7,
RVTR393456,Bad Meets Evil,Fast Lane,0,ready_for_card_assembly,13,8,13,8,6,
RVTR153245,Andy Grammer,Fresh Eyes,0,ready_for_card_assembly,14,7,14,7,6,
RVTR587643,Bee Gees,Too Much Heaven,0,ready_for_card_assembly,8,7,8,7,7,
RVTR550787,Apollonia 6,Sex Shooter,0,ready_for_card_assembly,16,8,16,8,7,
RVTR440159,Barry Manilow,Born Free,0,ready_for_card_assembly,10,3,10,3,3,
RVTR733406,Billy Idol,Catch My Fall,0,ready_for_card_assembly,8,5,8,5,6,
RVTR752146,Ambrosia,How Much I Feel,0,ready_for_card_assembly,12,5,12,5,7,
RVTR509838,Big Time Rush,Worldwide,0,ready_for_card_assembly,11,5,11,5,7,
RVTR104973,Aerosmith,What it Takes,0,ready_for_card_assembly,12,8,12,8,7,
RVTR352783,ABBA,"Money, Money, Money",0,ready_for_card_assembly,16,8,16,8,7,
RVTR863630,2 Unlimited,Tribal Dance,0,ready_for_card_assembly,13,7,13,7,7,
RVTR948306,Air Supply,Lost In Love,0,ready_for_card_assembly,13,8,13,8,7,
RVTR817150,Audioslave,Revelations,0,ready_for_card_assembly,12,6,12,6,6,
RVTR224563,Andy Gibb,Shadow Dancing,0,ready_for_card_assembly,12,7,12,7,6,
RVTR009355,Belinda Carlisle,La Luna,0,ready_for_card_assembly,14,4,14,4,4,
RVTR487922,Adam Lambert,If I Had You,0,ready_for_card_assembly,17,7,17,7,7,
RVTR452318,Adam Ant,Prince Charming,0,ready_for_card_assembly,18,5,18,5,4,
RVTR473567,Blake Lewis,Break Anotha,0,ready_for_card_assembly,12,6,12,6,6,
RVTR449987,Blake Shelton,Some Beach,0,ready_for_card_assembly,9,7,9,7,7,
RVTR103063,Beyonce f./J. Cole,Party,0,ready_for_card_assembly,17,5,17,5,4,
RVTR596841,Anastacia,I'm Outta Love,0,ready_for_card_assembly,14,6,14,6,6,
RVTR560036,Angel City,Love Me Right,0,ready_for_card_assembly,10,6,10,6,6,
RVTR005359,Bad Company,Saving Grace,0,ready_for_card_assembly,19,5,19,5,4,
RVTR063630,Ben Dickey,Picture Cards,0,ready_for_card_assembly,11,3,11,3,4,
RVTR010867,Beastie Boys,Body Movin',0,ready_for_card_assembly,11,4,11,4,4,
RVTR104244,98 Degrees,Because Of You,0,ready_for_card_assembly,12,5,12,5,5,
RVTR220468,Alice in Chains,Nutshell,0,ready_for_card_assembly,24,9,24,9,7,
RVTR989856,Aloe Blacc,I Need A Dollar,0,ready_for_card_assembly,16,5,16,5,4,
RVTR069770,Auli'i Cravalho,How Far I,0,ready_for_card_assembly,12,6,12,6,6,
RVTR293364,Badfinger,No Matter What,0,ready_for_card_assembly,12,7,12,7,7,
RVTR922717,Bertie Higgins,Key Largo,0,ready_for_card_assembly,16,7,16,7,7,
RVTR429819,Billie Eilish,Lost Cause,0,ready_for_card_assembly,19,6,19,6,6,
RVTR265383,Amber,This Is Your Night,0,ready_for_card_assembly,21,6,21,6,6,
RVTR190052,Blake Shelton,Neon Light,0,ready_for_card_assembly,9,8,9,8,7,
RVTR578807,Baby Bash & T Pain,Cyclone,0,ready_for_card_assembly,10,5,10,5,3,
RVTR299101,Auburn With Iyaz,La La La,0,ready_for_card_assembly,7,4,7,4,3,
RVTR473268,Alice Cooper,Hey Stoopid,0,ready_for_card_assembly,9,5,9,5,6,
RVTR643284,Beastie Boys,Off The Grid,0,ready_for_card_assembly,13,5,13,5,6,
RVTR450941,Alan Jackson,Country Boy,0,ready_for_card_assembly,10,7,10,7,7,
RVTR747218,Audioslave,Original Fire,0,ready_for_card_assembly,12,6,12,6,6,
RVTR215376,Asher Roth,I Love College,0,ready_for_card_assembly,16,8,16,8,7,
RVTR720430,Avril Lavigne,Girlfriend,0,ready_for_card_assembly,13,8,13,8,7,
RVTR489795,Billie Eilish,Your Power,0,ready_for_card_assembly,23,7,23,7,6,
RVTR972840,Blake Shelton,Drink On It,0,ready_for_card_assembly,8,6,8,6,7,
RVTR947034,Andy Williams,Moon River,0,ready_for_card_assembly,12,5,12,5,7,
RVTR608023,2 Live Crew,Move Somethin,0,ready_for_card_assembly,11,5,11,5,4,
RVTR192585,50 Cent f./Ne-Yo,Baby By Me,0,ready_for_card_assembly,11,3,11,3,3,
RVTR763108,All Saints,Lady Marmalade,0,ready_for_card_assembly,21,7,21,7,7,
RVTR297383,Ace Of Base,Beautiful Life,0,ready_for_card_assembly,16,8,16,8,6,
RVTR441639,Bette Midler,Stay With Me,0,ready_for_card_assembly,14,6,14,6,7,
RVTR892582,Angels & Airwaves,Anxiety,0,ready_for_card_assembly,7,4,7,4,3,
RVTR580768,Ariana Savalas,No Diggity,0,ready_for_card_assembly,7,4,7,4,2,
RVTR528576,Billy Vera,At This Moment,0,ready_for_card_assembly,12,5,12,5,5,
RVTR953106,Alanis Morissette,Ironic,0,ready_for_card_assembly,11,8,11,8,7,
RVTR346094,Adam Ant,Stand And Deliver,0,ready_for_card_assembly,22,5,22,5,4,
RVTR880058,Aerosmith,Hole In My Soul,0,ready_for_card_assembly,16,8,16,8,7,
RVTR843523,Ashland Craft,I Smoke Weed,0,ready_for_card_assembly,13,4,13,4,4,
RVTR774840,5 Seconds Of Summer,Easier,0,ready_for_card_assembly,18,4,18,4,6,
RVTR067836,Almost Monday,Cool Enough,0,ready_for_card_assembly,6,4,6,4,2,
RVTR024768,Arcade Fire,Ready To Start,0,ready_for_card_assembly,17,9,17,9,7,
RVTR757845,Berlin,Take My Breath Away,0,ready_for_card_assembly,8,4,8,4,6,
RVTR848003,Blackstreet,Don't Leave Me,0,ready_for_card_assembly,14,5,14,5,4,
RVTR332686,Bad Company,Ready for Love,0,ready_for_card_assembly,15,6,15,6,6,
RVTR145042,Avenged Sevenfold,Dear God,0,ready_for_card_assembly,9,8,9,8,6,
RVTR649534,Ashley Tisdale,Crank It Up,0,ready_for_card_assembly,22,6,22,6,4,
RVTR529423,Benny Benassi,Hit My Heart,0,ready_for_card_assembly,11,4,11,4,3,
RVTR602578,Air Supply,All Out Of Love,0,ready_for_card_assembly,12,8,12,8,7,
RVTR069605,Billie Myers,Kiss The Rain,0,ready_for_card_assembly,14,8,14,8,7,
RVTR801072,Alice In Chains,I Stay Away,0,ready_for_card_assembly,14,7,14,7,7,
RVTR270432,Aron Chupa,I'm an Albatraoz,0,ready_for_card_assembly,11,5,11,5,3,
RVTR612603,Ariana Grande,"Thank U, Next",0,ready_for_card_assembly,20,5,20,5,6,
RVTR195188,3OH!3 f./Ke$ha,My First Kiss,0,ready_for_card_assembly,12,3,12,3,3,
